listing_type,title,price,bedrooms,bathrooms,floor_size_m2,address,suburb,area,listing_url,agent_name,agent_contact,description,listed_date,image_url,estimated_monthly_rent,estimated_annual_rent,estimated_gross_yield,yield_above_threshold,distressed_flags
sale,2 Bedroom House,2595000,2,1,365 m²,5 Barouni Circle,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/113139384,,,"Exclusive Sole Mandate

Nestled in the picturesque locale of Malmesbury, Olive Place ...",,https://images.prop24.com/95450643/Ensure264x153,7500,90000,3.47,False,mandate
sale,Vacant Land,1250000,1,0,384 m²,2 Morse Close,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116806236,,,The Developer is offering a limited number of only 20 x full title designer homes in the ...,,https://images.prop24.com/336182789/Ensure264x153,5500,66000,5.28,False,
sale,2 Bedroom Apartment,1300000,2,2,80 m²,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116902714,,,"INVEST OR CALL IT HOME 

This well-positioned 2-bedroom, 2-bathroom ground-floor corner unit is located in the secure and popular ...",,https://images.prop24.com/341773167/Ensure264x153,7500,90000,6.92,False,
sale,3 Bedroom House,7150000,3,3,763 m²,5 Weavers Way,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116787840,,,"Elegant Family Home with Exceptional Entertainment Spaces

This beautifully designed ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,1.26,False,
sale,3 Bedroom House,2950000,3,2,884 m²,Amandelrug,Amandelrug,Malmesbury,https://www.property24.com/for-sale/amandelrug/malmesbury/western-cape/7895/116837712,,,"EXCLUSIVE MANDATE: THERESA`S PROPERTIES 

This spacious and well-equipped family home is situated in the popular Amandelrug area of ...",,https://images.prop24.com/82629464/Ensure264x153,7500,90000,3.05,False,
sale,3 Bedroom House,1700000,3,3,381 m²,8a Kloof Street,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116996763,,,"Price Reduced - Exceptional Opportunity!
Jump at the rare chance to own a 3-bedroom home ...",,https://images.prop24.com/362902721/Ensure264x153,7500,90000,5.29,False,reduced
sale,3 Bedroom House,2895000,3,2,324 m²,Fonteine Retirement Village,Fonteine Retirement Village,Malmesbury,https://www.property24.com/for-sale/fonteine-retirement-village/malmesbury/western-cape/32913/116812859,,,"**Sole and Exclusive Mandate** Agents are welcome to contact the agent and bring client

This beautifully maintained 3-bedroom ...",,https://images.prop24.com/336182789/Ensure264x153,7500,90000,3.11,False,
sale,2 Bedroom Apartment,1300000,2,2,,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116832507,,,"Beautifully Renovated 2-Bedroom Ground-Floor Corner Unit in Zwartland Hof

Enjoy privacy, comfort, and convenience in this tastefully ...",,https://images.prop24.com/275940058/Ensure264x153,7500,90000,6.92,False,
sale,2 Bedroom Apartment,1650000,2,1,58 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/117006538,,,"This modern two bedroom apartment offers a fantastic opportunity to own a home in the fast-growing town of Malmesbury, Western Cape. ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,5.45,False,
sale,3 Bedroom House,1700000,3,3,381 m²,8a Kloof Street,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116682850,,,"Price Reduced - Exceptional Opportunity!
Jump at the rare chance to own a 3-bedroom home ...",,https://images.prop24.com/362902721/Ensure264x153,7500,90000,5.29,False,reduced
sale,3 Bedroom House,2519900,3,1,260 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/116885842,,,"Discover Klipfontein Country Estate ” Your Forever-Home in Malmesbury, Western Cape 

Welcome to Klipfontein Country Estate, a ...",,https://images.prop24.com/353650893/Ensure264x153,7500,90000,3.57,False,
sale,3 Bedroom House,4091125,3,2,402 m²,15 Sherston Road,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116806501,,,The Developer is offering a limited number of only 20 x full title designer homes in the ...,,https://images.prop24.com/336182789/Ensure264x153,7500,90000,2.2,False,
sale,3 Bedroom House,2939900,3,2,300 m²,"Klipfontein Dr, Malmesbury, Malmesbury Rural,",Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116790242?plId=2361905&plt=4,,,"Luxury Living Awaits at Klipfontein Country Estate – Klippenwag

Step into Klippenwag, the newest phase of Klipfontein Country Estate, offering 85 exceptional homes priced from ...",,https://images.prop24.com/340225847/Ensure528x153,7500,90000,3.06,False,
sale,3 Bedroom House,2699900,3,2,273 m²,"Klipfontein Dr, Malmesbury, Malmesbury Rural",Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116790363?plId=2361902&plt=4,,,"Experience luxurious living at Klipfontein Country Estate with Klippenwag. Our latest phase features 85 beautifully designed homes, starting from just R2,519, 900.

These exquisite ...",,https://images.prop24.com/340225847/Ensure528x153,7500,90000,3.33,False,
sale,Farm,6950000,1,0,190 957 m²,47 Dassenberg Road,Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116372703,,,"Escape to your very own countryside haven, nestled in the heart of the Swartland region ...",,https://images.prop24.com/348585848/Crop600x400,5500,66000,0.95,False,
sale,3 Bedroom House,4106000,3,2,402 m²,13 Sherston Road,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116804356,,,The Developer is offering a limited number of only 20 x full title designer homes in the ...,,https://images.prop24.com/336182789/Ensure264x153,7500,90000,2.19,False,
sale,3 Bedroom House,6910000,3,3,760 m²,34 Burnivale Road,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116037236,,,"Welcome to your next chapter of stylish serenity, perched in the ever-sought-after Mount ...",,https://images.prop24.com/185178535/Ensure264x153,7500,90000,1.3,False,
sale,2 Bedroom Apartment,1500000,2,1,68 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/117006545,,,"Discover the perfect blend of comfort, convenience, and modern living with this stylish 2-bedroom apartment located in the growing town ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,6.0,False,
sale,1 Bedroom Apartment,960000,1,1,39 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/117006556,,,"Don’t miss this fantastic opportunity to own a stylish one bedroom apartment in the growing town of Malmesbury, Western Cape. Perfect ...",,https://images.prop24.com/244520442/Ensure264x153,5500,66000,6.88,False,
sale,3 Bedroom House,3249900,3,2,300 m²,"Klipfontein Dr, Malmesbury, Malmesbury Rural, Malmesbury, Malmesbury Rural, Malmesbury,.",Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116711594?plId=2361907&plt=4,,,"Your Forever-Home at Klipfontein Country Estate – Klippenwag

Welcome to Klippenwag, the latest phase of Klipfontein Country Estate, featuring 85 beautifully crafted homes from ...",,https://images.prop24.com/340225847/Ensure528x153,7500,90000,2.77,False,
sale,3 Bedroom House,2099000,3,2,993 m²,Newclair,Newclair,Malmesbury,https://www.property24.com/for-sale/newclair/malmesbury/western-cape/12933/116744402,,,"Discover a unique opportunity in Malmesbury, South Africa, with this expansive residential property set on a generous 993 sqm erf in ...",,https://images.prop24.com/370833323/Crop600x400,7500,90000,4.29,False,
sale,3 Bedroom House,6350000,3,2,700 m²,Mount Royal Golf Estate,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116611975,,,"Experience the perfect blend of sophistication, comfort, and serene estate living in this stunning family home, located in the ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,1.42,False,
sale,3 Bedroom House,2669900,3,1,241 m²,Glen Lilly,Glen Lilly,Malmesbury,https://www.property24.com/for-sale/glen-lilly/malmesbury/western-cape/12931/116629352,,,"Brand-New Homes at Klipfontein Country Estate – Last Type 1 Available! 
Welcome to Klipfontein Country Estate, a thoughtfully designed ...",,https://images.prop24.com/353650893/Ensure264x153,7500,90000,3.37,False,
sale,Farm,8500000,1,0,200 000 m²,Malmesbury Rural,Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116450511,,,"High-Visibility N7 Farm | Multiple Dwellings | Secure Water | Limitless Opportunity

Discover an exceptional gateway to rural luxury ...",,https://images.prop24.com/244520442/Ensure264x153,5500,66000,0.78,False,
sale,Vacant Land,2150000,1,0,742 m²,18 Sherston Road,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116898056,,,"Mount Royal Golf and Country Estate, Malmesbury is the premier estate in the Swartland ...",,https://images.prop24.com/336182789/Ensure264x153,5500,66000,3.07,False,
sale,3 Bedroom House,1600000,3,1,444 m²,Garden Village,Garden Village,Malmesbury,https://www.property24.com/for-sale/garden-village/malmesbury/western-cape/12934/115234617,,,"This charming home is perfect for families seeking ample living space and practical features in a welcoming environment.
Bedrooms:
3 ...",,https://images.prop24.com/362902721/Ensure264x153,7500,90000,5.62,False,
sale,Farm,5995000,1,0,25.64 ha,2762 N7 Freeway,Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/116584698,,,"SOLE MANDATE

Once the proud host of local and national skiing competitions as well as ...",,https://images.prop24.com/373255215/Ensure264x153,5500,66000,1.1,False,mandate
sale,2 Bedroom House,1740000,2,1,327 m²,Bergzicht,Bergzicht,Malmesbury,https://www.property24.com/for-sale/bergzicht/malmesbury/western-cape/7896/116718081,,,"Exclusive Mandate | Theresa’s Properties 

This charming 2-bedroom home is situated in the quiet neighbourhood of Bergzicht ...",,https://images.prop24.com/82629464/Ensure264x153,7500,90000,5.17,False,
sale,Vacant Land,2150000,1,0,742 m²,18 Sherston Road,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116108417,,,"Mount Royal Golf and Country Estate, Malmesbury is the premier estate in the Swartland ...",,https://images.prop24.com/336182789/Ensure264x153,5500,66000,3.07,False,
sale,2 Bedroom Apartment,780000,2,1,,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116564444,,,"Step into modern living with this spacious 2-bedroom apartment in a secure complex, perfectly positioned near town for ultimate ...",,https://images.prop24.com/367436917/Crop600x400,7500,90000,11.54,True,
sale,Farm,8500000,1,0,17 ha,Malmesbury Rural,Malmesbury Rural,Malmesbury,https://www.property24.com/for-sale/malmesbury-rural/malmesbury/western-cape/16580/114285323,,,"Nestled on 17 hectares of serene countryside, this stunning farm offers the perfect blend of tranquility and opportunity.

Boasting ...",,https://images.prop24.com/242461081/Ensure264x153,5500,66000,0.78,False,
sale,3 Bedroom House,4250000,3,3,357 m²,Mount Royal Golf Estate,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/116372735,,,"Exclusive to The One Team
Discover a rare opportunity to own a brand-new, plot-and-plan home in the prestigious Mount Royal Golf and ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,2.12,False,
sale,2 Bedroom Apartment,1420000,2,1,,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116273400,,,This neat and well-maintained upper-level flat offers comfortable and secure living in a sought-after security complex. Featuring 2 ...,,https://images.prop24.com/259410876/Ensure264x153,7500,90000,6.34,False,
sale,2 Bedroom Apartment,1950000,2,1,65 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/116372738,,,"Step into comfort and convenience with this beautifully designed two-bedroom apartment, created exclusively for those aged 50 and ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,4.62,False,
sale,2 Bedroom Apartment,2100000,2,1,65 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/116372741,,,"Discover the perfect balance of comfort, convenience, and peace of mind in this stylish two-bedroom, ground floor apartment, tailored ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,4.29,False,
sale,3 Bedroom House,2590000,3,1,,Doornkuil,Doornkuil,Malmesbury,https://www.property24.com/for-sale/doornkuil/malmesbury/western-cape/32915/116353056,,,"Unlock the full potential of this rare offering: a charming heritage home set on its own plot, accompanied by two adjacent open ...",,https://images.prop24.com/190959453/Ensure264x153,7500,90000,3.47,False,
sale,3 Bedroom House,2669900,3,1,239 m²,Klipfontein AH,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/116391478,,,"Welcome to Klippenwag, a distinguished haven nestled within the prestigious Klipfontein Country Estate. This beautifully designed ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,3.37,False,
sale,3 Bedroom House,2939900,3,2,260 m²,Klipfontein AH,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/115753421,,,"Type 2A 

Welcome to Klipfontein Country Estate, where luxurious living meets tranquility. Presenting Klippenwag, our latest ...",,https://images.prop24.com/82629464/Ensure264x153,7500,90000,3.06,False,
sale,3 Bedroom House,2669900,3,1,240 m²,Klipfontein AH,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/115752981,,,"Type 1A 

Welcome to Klipfontein Country Estate, where resort-style living meets the comfort of your forever home. Nestled in the ...",,https://images.prop24.com/82629464/Ensure264x153,7500,90000,3.37,False,
sale,3 Bedroom House,3249900,3,2,300 m²,Klipfontein AH,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/116391542,,,"Discover the perfect balance of modern elegance and sustainable living in Klippenwag, an exclusive residence within the sought-after ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,2.77,False,
sale,3 Bedroom House,3249900,3,2,300 m²,Klipfontein AH,Klipfontein AH,Malmesbury,https://www.property24.com/for-sale/klipfontein-ah/malmesbury/western-cape/15988/115753493,,,"Type 3A 

Welcome to Klipfontein Country Estate, where luxury meets tranquility. Introducing Klippenwag, our latest phase, featuring ...",,https://images.prop24.com/82629464/Ensure264x153,7500,90000,2.77,False,
sale,1 Bedroom Apartment,1598000,1,1,55 m²,Tafelzicht,Tafelzicht,Malmesbury,https://www.property24.com/for-sale/tafelzicht/malmesbury/western-cape/7901/116372728,,,"Embrace a relaxed, maintenance-free lifestyle in this modern one-bedroom apartment, purposefully designed for individuals aged 50 and ...",,https://images.prop24.com/244520442/Ensure264x153,5500,66000,4.13,False,
sale,2 Bedroom Apartment,1300000,2,2,80 m²,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116767130,,,"INVEST OR CALL IT HOME 

This well-positioned 2-bedroom, 2-bathroom ground-floor corner unit is located in the secure and popular ...",,https://images.prop24.com/374814307/Crop600x400,7500,90000,6.92,False,
sale,3 Bedroom House,4300000,3,2,860 m²,19 Kort Street,Bergzicht,Malmesbury,https://www.property24.com/for-sale/bergzicht/malmesbury/western-cape/7896/116898056,,,Discover a rare mixed-use opportunity perfectly positioned on a high-visibility corner ...,,https://images.prop24.com/185178535/Ensure264x153,7500,90000,2.09,False,
sale,3 Bedroom House,6350000,3,2,700 m²,Mount Royal Golf Estate,Mount Royal Golf Estate,Malmesbury,https://www.property24.com/for-sale/mount-royal-golf-estate/malmesbury/western-cape/12932/117018992,,,"Experience the perfect blend of sophistication, comfort, and serene estate living in this stunning family home, located in the ...",,https://images.prop24.com/244520442/Ensure264x153,7500,90000,1.42,False,
sale,3 Bedroom House,2890000,3,2,250 m²,Gateway Street,Aan de Wijnlanden,Stellenbosch,https://www.property24.com/for-sale/aan-de-wijnlanden/stellenbosch/western-cape/17617/117043006?plId=2366209&plt=4,,,"Situated in Phase 2 of Aan de Wijnlanden, this modern home offers exceptional value and versatility—perfect for first-time buyers, those scaling up, or those looking to downsize in ...",,https://images.prop24.com/341187300/Ensure528x153,12000,144000,4.98,False,
sale,2 Bedroom Apartment,2200000,2,1,56 m²,"Newinbosch, The Bosk, 1 Induli Street",Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/116949461?plId=2341270&plt=4,,,"Located within The Bosk at Newinbosch Estate, this stylish 2-bedroom, 1-bathroom apartment offers modern estate living in one of Stellenbosch’s most exciting and fast-growing ...",,https://images.prop24.com/332501863/Ensure528x153,12000,144000,6.55,False,
sale,2 Bedroom House,3250000,2,2,59 m²,95 Bird Street,La Colline,Stellenbosch,https://www.property24.com/for-sale/la-colline/stellenbosch/western-cape/8537/116990764?plId=2351988&plt=4,,,"Experience the perfect blend of historical charm and contemporary sophistication at 95 on Bird, arguably the most coveted address in the heart of Stellenbosch. This stunning ...",,https://images.prop24.com/233856395/Ensure528x153,12000,144000,4.43,False,
sale,2 Bedroom Townhouse,3400000,2,2,94 m²,"9 Kromme Rhee Road, Nooitgedacht Village",Nooitgedacht Village,Stellenbosch,https://www.property24.com/for-sale/nooitgedacht-village/stellenbosch/western-cape/14758/117042638,,,"Icon Property Group proudly presents this stylish 2-bedroom townhouse, perfectly ...",,https://images.prop24.com/262593182/Ensure264x153,12000,144000,4.24,False,
sale,2 Bedroom House,3350000,2,2,200 m²,"9 Kromme Rhee Road, Nooitgedacht Village",Nooitgedacht Village,Stellenbosch,https://www.property24.com/for-sale/nooitgedacht-village/stellenbosch/western-cape/14758/117023411,,,"Sole Mandate

This charming 2-bedroom townhouse offers comfortable, modern living with ...",,https://images.prop24.com/375755618/Crop600x400,12000,144000,4.3,False,mandate
sale,2 Bedroom Apartment,1600000,2,1,38 m²,11 Taylor Street,La Colline,Stellenbosch,https://www.property24.com/for-sale/la-colline/stellenbosch/western-cape/8537/117063942,,,"Larez is a well-appointed residential complex in Stellenbosch, offering a perfect blend ...",,https://images.prop24.com/371639914/Crop600x400,12000,144000,9.0,True,
sale,2 Bedroom Apartment,2600000,2,2,65 m²,2 Induli,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117011346,,,"On show friday - 20 march 2026 from 16:00 - 18:00, viewing by appointment ...",,https://images.prop24.com/308559161/Ensure264x153,12000,144000,5.54,False,
sale,2 Bedroom Townhouse,2750000,2,1,488 m²,"6 Hadewijch, 6 Crozier",Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/116988485,,,This charming 2-bedroom duplex is perfectly positioned in the heart of Stellenbosch ...,,https://images.prop24.com/103291119/Ensure264x153,12000,144000,5.24,False,
sale,3 Bedroom Apartment,2990000,3,2,77 m²,2 Induli Street,Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/116984085,,,"On show friday - 20 march 2026 from 16:00 - 18:00, viewing by appointment ...",,https://images.prop24.com/308559161/Ensure264x153,12000,144000,4.82,False,
sale,1 Bedroom Apartment,5200000,1,1,49 m²,16 Andringa Street,Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/117042305,,,"Exclusive Sole Mandate. Prime Location and Contemporary Living 
This stylish ...",,,8500,102000,1.96,False,mandate
sale,2 Bedroom Apartment,1670000,2,1,70 m²,8 Papegaaiberg Close,Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/117019992,,,Tenanted Investment Townhouse – Secure Estate – ±2 km from Stellenbosch ...,,https://images.prop24.com/356528736/Ensure264x153,12000,144000,8.62,True,
sale,2 Bedroom Apartment,2350000,2,1,88 m²,"25 Amatoni I, 21 Herold Street",Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/117064957,,,"Amatoni 1 is situated in leafy Herold Street Stellenbosch, close to Stellenbosch ...",,https://images.prop24.com/362901358/Ensure264x153,12000,144000,6.13,False,
sale,1 Bedroom Apartment,2365000,1,1,43 m²,95 Bird Street,La Colline,Stellenbosch,https://www.property24.com/for-sale/la-colline/stellenbosch/western-cape/8537/117013592,,,Experience modern Winelands living in this stylish 43 sqm one-bedroom apartment at 95 On ...,,https://images.prop24.com/308559161/Ensure264x153,8500,102000,4.31,False,
sale,3 Bedroom House,5650000,3,3,512 m²,209 Protea Street,Johannesdal,Stellenbosch,https://www.property24.com/for-sale/johannesdal/stellenbosch/western-cape/33197/117021293,,,"Nestled in the heart of the breathtaking Banhoek Valley, this home offers a lifestyle ...",,https://images.prop24.com/233852929/Ensure264x153,12000,144000,2.55,False,
sale,3 Bedroom House,3857000,3,2,160 m²,4 Arbour Street,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117061198,,,"Located in the sought-after, green Newinbosch neighbourhood, Phase 3 is now available ...",,https://images.prop24.com/206466645/Ensure264x153,12000,144000,3.73,False,
sale,2 Bedroom House,3315000,2,2,157 m²,26 Arbour Street (18149),Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/116906513?plId=2345848&plt=4,,,"Newly Built Two Bedroom Townhouse | Move-In Ready!

This contemporary townhouse offers a thoughtfully designed 2 bedroom layout to suit your lifestyle. Ideal for young ...",,https://images.prop24.com/320031881/Ensure528x153,12000,144000,4.34,False,
sale,2 Bedroom House,3350000,2,2,200 m²,"9 Kromme Rhee Road, Nooitgedacht Village",Nooitgedacht Village,Stellenbosch,https://www.property24.com/for-sale/nooitgedacht-village/stellenbosch/western-cape/14758/116869357,,,"Sole Mandate

This charming 2-bedroom townhouse offers comfortable, modern living with ...",,https://images.prop24.com/375755618/Crop600x400,12000,144000,4.3,False,mandate
sale,3 Bedroom House,3600000,3,2,174 m²,52 Lynedoch Road,Lyndoch,Stellenbosch,https://www.property24.com/for-sale/lyndoch/stellenbosch/western-cape/12872/116971201,,,"Sole and exclusive mandate.

This is the kind of home you notice without it asking to be ...",,https://images.prop24.com/255290839/Ensure264x153,12000,144000,4.0,False,
sale,2 Bedroom House,3085000,2,1,160 m²,21 Arbour Street,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117041623,,,"Welcome to Newinbosch, SA’s first 6 Star Green Star sustainable development surrounded ...",,https://images.prop24.com/206466645/Ensure264x153,12000,144000,4.67,False,
sale,1 Bedroom Apartment,2850000,1,1,55 m²,"316 Edge, 1 Paul Kruger Street",Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/116695000?plId=2340238&plt=4,,,"Experience modern, secure student living at EDGE in Stellenbosch. This premium ground-floor 1-bedroom Hybrid Apartment offers a spacious open-plan layout with two private balconies ...",,https://images.prop24.com/231919498/Ensure528x153,8500,102000,3.58,False,
sale,2 Bedroom House,3126000,2,1,160 m²,8 Arbour Street,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117039875,,,Welcome to your future home in the heart of the award-winning Newinbosch Neighbourhood ...,,https://images.prop24.com/206466645/Ensure264x153,12000,144000,4.61,False,
sale,3 Bedroom House,5750000,3,3,347 m²,1 La Roche Str,La Roche,Stellenbosch,https://www.property24.com/for-sale/la-roche/stellenbosch/western-cape/25482/117035335,,,"Modern Country Living in La Roche Estate – Spacious 3-Bedroom Home on Corner Stand

This ...",,https://images.prop24.com/375976688/Crop600x400,12000,144000,2.5,False,
sale,2 Bedroom House,1600000,2,2,171 m²,80 Lindida Drive,Lindida,Stellenbosch,https://www.property24.com/for-sale/lindida/stellenbosch/western-cape/8565/117050680,,,"This neatly fenced corner property offers excellent value and versatility, ideal for ...",,https://images.prop24.com/340428568/Ensure264x153,12000,144000,9.0,True,
sale,1 Bedroom Apartment,2650000,1,1,26 m²,Stellenbosch Central,Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/117054214,,,"Perfectly positioned in the vibrant heart of Stellenbosch, this beautifully designed  GROUND FLOOR apartment offers an exceptional ...",,https://images.prop24.com/242461081/Ensure264x153,8500,102000,3.85,False,
sale,1 Bedroom Apartment,2900000,1,1,26 m²,Universiteitsoord,Universiteitsoord,Stellenbosch,https://www.property24.com/for-sale/universiteitsoord/stellenbosch/western-cape/8545/116801417?plId=2345271&plt=4,,,"Step into comfortable, modern living with this warm and inviting bachelor apartment in Universiteitsoord, where thoughtful design meets a vibrant lifestyle. 

This stylish open-plan apartment offers a seamless blend of living ...",,https://images.prop24.com/332501863/Ensure528x153,8500,102000,3.52,False,
sale,2 Bedroom Apartment,4760000,2,1,60 m²,41 Van Riebeeck Street,Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/116958792,,,"EXCLUSIVE SOLE MANDATE

Molenvliet Apartments – Van Riebeeck Street ...",,https://images.prop24.com/339477284/Ensure264x153,12000,144000,3.03,False,mandate
sale,1 Bedroom Apartment,2950000,1,1,25 m²,"- Dempsey, 1878 Stellenbosch Road",Stellenbosch Central,Stellenbosch,https://www.property24.com/for-sale/stellenbosch-central/stellenbosch/western-cape/8566/117063636,,,"Exclusive Mandate

This well-located ground floor studio apartment in the popular ...",,https://images.prop24.com/252834057/Ensure264x153,8500,102000,3.46,False,
sale,3 Bedroom House,3995000,3,2,400 m²,Aan de Wijnlanden,Aan de Wijnlanden,Stellenbosch,https://www.property24.com/for-sale/aan-de-wijnlanden/stellenbosch/western-cape/17617/117004738,,,"Exclusive Sole Mandate:

Situated on one of the larger 400m2 plots in the sought-after Aan de Wijnlanden Estate, this well-maintained ...",,https://images.prop24.com/373504379/Ensure264x153,12000,144000,3.6,False,mandate
sale,2 Bedroom Apartment,1995000,2,1,48 m²,79 Bird Street,Dennesig,Stellenbosch,https://www.property24.com/for-sale/dennesig/stellenbosch/western-cape/8529/116961532,,,"Sole Mandate
Spacious, light student apartment located within 500m from Stellenbosch ...",,https://images.prop24.com/256559818/Ensure264x153,12000,144000,7.22,False,mandate
sale,1 Bedroom Apartment,6300000,1,1,80 m²,De Zalze Winelands Golf Estate,De Zalze Winelands Golf Estate,Stellenbosch,https://www.property24.com/for-sale/de-zalze-winelands-golf-estate/stellenbosch/western-cape/10502/113992934,,,"Newly renovated one bedroom lodge for sale in the sought after Winelands Golf Lodges. Use it yourself, offer it for rentals or a ...",,https://images.prop24.com/265644392/Ensure264x153,8500,102000,1.62,False,
sale,2 Bedroom Apartment,2300000,2,1,56 m²,9 Grappa Street,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117016687,,,"Step into this exquisite two-bedroom, one-bathroom apartment in the sought-after ...",,https://images.prop24.com/308559161/Ensure264x153,12000,144000,6.26,False,
