listing_type,title,price,bedrooms,bathrooms,floor_size_m2,address,suburb,area,listing_url,agent_name,agent_contact,description,listed_date,image_url,estimated_monthly_rent,estimated_annual_rent,estimated_gross_yield,yield_above_threshold,distressed_flags,real_monthly_rent,real_annual_rent,rent_source,monthly_rates,monthly_insurance,monthly_maintenance,monthly_management,monthly_levy,noi,cap_rate,real_gross_yield,grm,rent_to_price_pct,oer,transfer_duty,refurb_estimate,all_in_cost,bond_amount,monthly_bond,monthly_cash_flow,annual_cash_flow,cash_on_cash_pre_refi,dscr,ber,income_implied_value,value_gap_pct,price_per_m2,suburb_median_price_per_m2,price_per_m2_vs_median,revalued_price,new_bond,equity_extracted,cash_left_in_deal,post_refi_monthly_cash_flow,equity_multiple_5yr,value_yr3,value_yr5,value_yr10,capital_gain_yr5,bond_balance_yr5,equity_yr5,equity_growth_yr5,total_cf_5yr,total_return_yr5,roe_yr5,annualised_return_yr5,yield_on_cost,rental_supply_count,sale_supply_count,rental_to_sale_ratio,rent_spread,price_dispersion,catalyst_score,suburb_quality_score,safety_score,capital_appreciation_score,distressed_bonus,cap_rate_score,coc_score,dscr_score,value_gap_score,affordability_score,brrrr_efficiency_score,rental_supply_score,composite_score,rank
sale,2 Bedroom Apartment,2450000,2,1,51 m²,Newinbosch,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/116845256,,,"Discover effortless estate living in this contemporary 2-bedroom, 1-bathroom ground floor apartment situated in the sought-after Ilex ...",,https://images.prop24.com/206466645/Ensure264x153,12000,144000,5.88,False,,16000.0,192000.0,rental_suburb,600,1531.0,3062.0,0.0,1200,99915.0,0.0408,7.84,12.76,0.65,0.3996,63200.0,50000,624700.0,1960000.0,20231.0,-11905.0,-142856.0,-0.2287,0.41,1.664,1248938.0,-49.02,48039.0,21226.0,126.32,2940000.0,2352000.0,392000.0,232700.0,-15951.0,-0.76,2917989.0,3278653.0,4387577.0,664720.0,1779953.0,1498700.0,1008700.0,-660516.0,4204.0,0.0067,0.0013,0.1599,25,49,0.57,0.72,0.3095,0.0,50.0,50.0,35.0,0,27.2,0.0,0.0,0.0,75.5,62.8,0,26.3,917
sale,2 Bedroom Apartment,2440000,2,1,57 m²,Newinbosch,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/116680523,,,"At Newinbosch, we believe a neighbourhood should be more than
houses — it should be a place where life feels connected and whole.

The ...",,https://images.prop24.com/206466645/Ensure264x153,12000,144000,5.9,False,,16000.0,192000.0,rental_suburb,600,1525.0,3050.0,0.0,1200,100140.0,0.041,7.87,12.71,0.66,0.3984,62400.0,50000,621900.0,1952000.0,20148.0,-11803.0,-141640.0,-0.2278,0.41,1.6577,1251750.0,-48.7,42807.0,21226.0,101.67,2928000.0,2342400.0,390400.0,231500.0,-15833.0,-0.76,2906079.0,3265270.0,4369668.0,662007.0,1772688.0,1492582.0,1004582.0,-654293.0,7714.0,0.0124,0.0025,0.161,25,49,0.57,0.72,0.3095,0.0,50.0,50.0,35.0,0,27.4,0.0,0.0,0.0,75.6,62.8,0,26.3,918
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354640,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 
UNIT 53 – approximately 110 m2 -This sectional title unit is near to ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,919
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354638,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 

UNIT 55 – approximately 110 m2 - This sectional title unit, is North ...",,https://images.prop24.com/363614282/Crop600x400,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,920
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354637,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 
UNIT 56 – approximately 110 m2 - This Sectional Title unit is situated in ...",,https://images.prop24.com/363614276/Crop600x400,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,921
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354642,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 
UNIT 52 – approximately 110 m2 - This sectional title unit is situated ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,922
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354639,,,"ASSISTED LIVING TOWNHOUSE – JE PARK 2 
RETIREMENT VILLAGE 
UNIT 54 – approximately 110 m2 - This unit gets good morning sun in Winter ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,923
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354643,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 

UNIT 51 – approximately 110 m2 - This sectional Title Unit is situated ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,924
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354630,,,"ASSISTED LIVING TOWNHOUSE – JE PARK 2 
RETIREMENT VILLAGE 

UNIT 49 – approximately 110 m2 - This sectional title unit, has ample ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,925
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354633,,,"ASSISTED LIVING TOWNHOUSE – JE PARK 2 
RETIREMENT VILLAGE 

UNIT 58 – approximately 110 m2 - This Sectional Title unit is situated ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,926
sale,2 Bedroom Townhouse,3100000,2,1,110 m²,Robertson,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/116354634,,,"ASSISTED LIVING TOWN HOUSE – JE PARK 2 
RETIREMENT VILLAGE 

UNIT 57 – approximately 110 m2 - This sectional title unit is situated ...",,https://images.prop24.com/341773167/Ensure264x153,6000,72000,2.32,False,,10000.0,120000.0,rental_suburb,300,1938.0,3875.0,0.0,1200,22650.0,0.0073,3.87,25.83,0.32,0.7312,118356.0,50000,809856.0,2480000.0,25598.0,-23711.0,-284529.0,-0.3513,0.07,3.2911,226500.0,-92.69,28182.0,9366.0,200.91,3720000.0,2976000.0,496000.0,313856.0,-28830.0,-1.5,3692150.0,4148499.0,5551628.0,841074.0,2252186.0,1896314.0,1276314.0,-1414399.0,-573324.0,-0.7079,-0.2182,0.028,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,4.9,0.0,0.0,0.0,69.0,61.2,30,26.3,927
sale,3 Bedroom House,7900000,3,2,425 m²,Val de Vie Estate,Val de Vie Estate,Paarl,https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/116792105,,,"For individuals 65 years and older.

Set within the Val de Vie Evergreen neighbourhood, this well-proportioned Type A3 home is designed ...",,https://images.prop24.com/234072693/Ensure264x153,9500,114000,1.44,False,,7000.0,84000.0,rental_area_q1,3778.0,4938.0,9875.0,0.0,1200,-160212.0,-0.0203,1.06,94.05,0.09,2.8273,646356.0,50000,2297856.0,6320000.0,65234.0,-78585.0,-943023.0,-0.4104,-0.2,12.1465,-1780128.0,-122.53,18588.0,59375.0,-68.69,9480000.0,7584000.0,1264000.0,1033856.0,-91632.0,-1.9,9409026.0,10571982.0,14147697.0,2143383.0,5739441.0,4832541.0,3252541.0,-4821513.0,-2678131.0,-1.1655,0.0,-0.0697,0,28,0.04,,0.3067,0.0,50.0,51.0,35.2,0,-13.5,0.0,0.0,0.0,21.0,55.0,100,26.2,928
sale,3 Bedroom House,7950000,3,3,805 m²,Mount Vernon Residential Estate,Mount Vernon Residential Estate,Stellenbosch,https://www.property24.com/for-sale/mount-vernon-residential-estate/stellenbosch/western-cape/33616/115636609,,,"Design Your Dream Home with Us

Photos used are for marketing purposes only and may change at any time. Our building packages are ...",,https://images.prop24.com/303954500/Ensure264x153,12000,144000,1.81,False,,6500.0,78000.0,rental_area_q1,600,4969.0,9938.0,0.0,1200,-128715.0,-0.0162,0.98,101.92,0.08,2.5702,651856.0,50000,2313356.0,6360000.0,65647.0,-76373.0,-916481.0,-0.3962,-0.16,12.6698,-1608938.0,-120.24,9876.0,9876.0,0.0,9540000.0,7632000.0,1272000.0,1041356.0,-89503.0,-1.82,9468577.0,10638893.0,14237239.0,2156949.0,5775766.0,4863127.0,3273127.0,-4668428.0,-2511479.0,-1.0856,0.0,-0.0556,0,3,0.0,,0.0463,0.0,50.0,50.0,35.0,0,-10.8,0.0,0.0,0.0,20.5,55.0,100,26.2,929
sale,2 Bedroom House,7246000,2,2,171 m²,Franschhoek,Franschhoek,Franschhoek,https://www.property24.com/for-sale/franschhoek/franschhoek/western-cape/8653/116324008?plId=2348940&plt=4,,,"La Luc is a modern retirement estate in the heart of the Franschhoek valley - a cultural treasure framed by vineyards and sweeping mountain views. With work on the estate starting soon, this vision of refined retirement living is ...",,https://images.prop24.com/376098353/Ensure528x153,10000,120000,1.66,False,,17000.0,204000.0,rental_suburb,500,4529.0,9058.0,0.0,1200,4245.0,0.0006,2.82,35.52,0.23,0.8992,574416.0,50000,2095116.0,5796800.0,59834.0,-59480.0,-713762.0,-0.3407,0.01,4.4188,60643.0,-99.16,42374.0,29897.0,41.73,8695200.0,6956160.0,1159360.0,935756.0,-71447.0,-1.49,8630102.0,9696783.0,12976482.0,1965943.0,5264302.0,4432480.0,2983280.0,-3576615.0,-1610671.0,-0.7688,-0.2539,0.002,2,25,0.36,0.12,0.1983,0.0,50.0,50.0,35.0,0,0.4,0.0,0.0,0.0,27.5,55.3,80,26.2,930
sale,2 Bedroom House,1595000,2,2,261 m²,Worcester Central,Worcester Central,Worcester,https://www.property24.com/for-sale/worcester-central/worcester/western-cape/8860/116774558,,,"This neat and practical home in Marthina Close, Worcester offers comfortable living with two bedrooms and two bathrooms, perfectly ...",,https://images.prop24.com/103291119/Ensure264x153,7000,84000,5.27,False,,8750.0,105000.0,rental_suburb,400,997.0,1994.0,0.0,1200,41512.0,0.026,6.58,15.19,0.55,0.5246,11550.0,50000,402050.0,1276000.0,13171.0,-9711.0,-116536.0,-0.2899,0.26,2.0299,415125.0,-73.97,6111.0,10714.0,-42.96,1914000.0,1531200.0,255200.0,146850.0,-12345.0,-1.12,1899671.0,2134470.0,2856402.0,432746.0,1158786.0,975684.0,656684.0,-561643.0,-128897.0,-0.3206,-0.0744,0.1033,10,20,0.6,0.69,1.0847,0.0,50.0,50.0,35.0,0,17.4,0.0,0.0,0.0,84.0,63.5,0,26.2,931
sale,3 Bedroom House,5100000,3,3,2 271 m²,Riebeek Kasteel,Riebeek Kasteel,Riebeek Valley,https://www.property24.com/for-sale/riebeek-kasteel/riebeek-valley/western-cape/7911/116987953,,,"A Home Designed for Volume and Light in Riebeek Kasteel 

A Home Designed for Volume and Light 
The interior spaces are expansive ...",,https://images.prop24.com/341773167/Ensure264x153,7000,84000,1.65,False,,18000.0,216000.0,rental_suburb,350,3188.0,6375.0,0.0,1200,65370.0,0.0128,4.24,23.61,0.35,0.6174,338356.0,50000,1429856.0,4080000.0,42113.0,-36666.0,-439989.0,-0.3077,0.13,2.957,726333.0,-85.76,,4781.0,,6120000.0,4896000.0,816000.0,613856.0,-45088.0,-1.28,6074182.0,6824950.0,9133323.0,1383703.0,3705209.0,3119742.0,2099742.0,-2169429.0,-785726.0,-0.5495,-0.1474,0.0457,5,27,0.3,0.19,0.3315,0.0,50.0,50.0,35.0,0,8.5,0.0,0.0,0.0,49.0,57.1,50,26.2,932
sale,3 Bedroom House,8200000,3,3,370 m²,Hoog En Droog,Hoog En Droog,Paarl,https://www.property24.com/for-sale/hoog-en-droog/paarl/western-cape/16385/116739306,,,"**Exclusively Marketed By Jawitz Properties Paarl**

This secure, energy-efficient home designed by Meik Architects is perfectly ...",,https://images.prop24.com/317418390/Ensure264x153,9500,114000,1.39,False,,7000.0,84000.0,rental_area_q1,3929.0,5125.0,10250.0,0.0,1200,-168763.0,-0.0206,1.02,97.62,0.09,2.9291,679356.0,50000,2390856.0,6560000.0,67712.0,-81775.0,-981302.0,-0.4104,-0.21,12.6022,-1875146.0,-122.87,22162.0,22162.0,0.0,9840000.0,7872000.0,1312000.0,1078856.0,-95317.0,-1.91,9766331.0,10973450.0,14684951.0,2224777.0,5957394.0,5016056.0,3376056.0,-5018355.0,-2793578.0,-1.1684,0.0,-0.0706,0,6,0.0,,0.4303,0.0,50.0,51.0,35.2,0,-13.7,0.0,0.0,0.0,18.0,54.9,100,26.1,933
sale,3 Bedroom House,8200000,3,3,370 m²,Hoog En Droog,Hoog En Droog,Paarl,https://www.property24.com/for-sale/hoog-en-droog/paarl/western-cape/16385/116950308,,,"**Exclusively Marketed By Jawitz Properties Paarl**

This secure, energy-efficient home designed by Meik Architects is perfectly ...",,https://images.prop24.com/317418390/Ensure264x153,9500,114000,1.39,False,,7000.0,84000.0,rental_area_q1,3929.0,5125.0,10250.0,0.0,1200,-168763.0,-0.0206,1.02,97.62,0.09,2.9291,679356.0,50000,2390856.0,6560000.0,67712.0,-81775.0,-981302.0,-0.4104,-0.21,12.6022,-1875146.0,-122.87,22162.0,22162.0,0.0,9840000.0,7872000.0,1312000.0,1078856.0,-95317.0,-1.91,9766331.0,10973450.0,14684951.0,2224777.0,5957394.0,5016056.0,3376056.0,-5018355.0,-2793578.0,-1.1684,0.0,-0.0706,0,6,0.0,,0.4303,0.0,50.0,51.0,35.2,0,-13.7,0.0,0.0,0.0,18.0,54.9,100,26.1,934
sale,2 Bedroom Apartment,2600000,2,2,65 m²,2 Induli,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117011346,,,"On show friday - 20 march 2026 from 16:00 - 18:00, viewing by appointment ...",,https://images.prop24.com/308559161/Ensure264x153,12000,144000,5.54,False,,16000.0,192000.0,rental_suburb,600,1625.0,3250.0,0.0,1200,96540.0,0.0371,7.38,13.54,0.62,0.4172,75200.0,50000,666700.0,2080000.0,21470.0,-13425.0,-161094.0,-0.2416,0.37,1.759,1206750.0,-53.59,40000.0,21226.0,88.45,3120000.0,2496000.0,416000.0,250700.0,-17718.0,-0.84,3096642.0,3479387.0,4656204.0,705417.0,1888930.0,1590457.0,1070457.0,-753858.0,-48441.0,-0.0727,-0.015,0.1448,25,49,0.57,0.72,0.3095,0.0,50.0,50.0,35.0,0,24.8,0.0,0.0,0.0,74.0,62.4,0,26.1,935
sale,3 Bedroom House,8500000,3,2,573 m²,Franschhoek,Franschhoek,Franschhoek,https://www.property24.com/for-sale/franschhoek/franschhoek/western-cape/8653/116630473,,,EXCLUSIVE MANDATE: Seldom do properties become available in this well-established and secure estate. La Petite Provence is renowned for ...,,https://images.prop24.com/368711020/Crop600x400,10000,120000,1.41,False,,10000.0,120000.0,csv_estimate,500,5312.0,10625.0,0.0,1200,-101250.0,-0.0119,1.41,70.83,0.12,1.7637,712356.0,50000,2483856.0,6800000.0,70189.0,-78626.0,-943516.0,-0.3799,-0.12,8.7826,-1446429.0,-117.02,14834.0,29897.0,-50.38,10200000.0,8160000.0,1360000.0,1123856.0,-92664.0,-1.73,10123636.0,11374917.0,15222205.0,2306172.0,6175348.0,5199570.0,3499570.0,-4788267.0,-2482095.0,-0.9993,-0.7655,-0.0408,0,25,0.36,,0.1983,0.0,50.0,50.0,35.0,0,-7.9,0.0,0.0,0.0,15.0,54.8,100,26.1,936
sale,2 Bedroom House,3300000,2,2,373 m²,27 Springbok Street,Robertson,Robertson,https://www.property24.com/for-sale/robertson/robertson/western-cape/16671/114317267,,,A home built to ensure that you get the most out of the stunning views of the Langeberg ...,,https://images.prop24.com/233852929/Ensure264x153,6000,72000,2.18,False,,10000.0,120000.0,rental_suburb,300,2062.0,4125.0,0.0,1200,18150.0,0.0055,3.64,27.5,0.3,0.7688,140356.0,50000,871856.0,2640000.0,27250.0,-25737.0,-308847.0,-0.3542,0.06,3.4937,181500.0,-94.5,8847.0,9366.0,-5.53,3960000.0,3168000.0,528000.0,343856.0,-31187.0,-1.52,3930353.0,4416144.0,5909797.0,895337.0,2397488.0,2018657.0,1358657.0,-1538856.0,-643519.0,-0.7381,-0.2351,0.0208,7,56,0.21,0.77,0.3369,0.0,50.0,50.0,35.0,0,3.7,0.0,0.0,0.0,67.0,60.6,30,26.1,937
sale,2 Bedroom House,8500000,2,2,329 m²,Val de Vie Estate,Val de Vie Estate,Paarl,https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/116975891,,,"For individuals 65 years and older.

This thoughtfully designed Type B1 home in the Val de Vie Evergreen neighbourhood offers ...",,https://images.prop24.com/234072693/Ensure264x153,9500,114000,1.34,False,,8500.0,102000.0,rental_area_q1,4079.0,5312.0,10625.0,0.0,1200,-160755.0,-0.0189,1.2,83.33,0.1,2.496,712356.0,50000,2483856.0,6800000.0,70189.0,-83585.0,-1003021.0,-0.4038,-0.19,10.7535,-1786165.0,-121.01,25836.0,59375.0,-56.49,10200000.0,8160000.0,1360000.0,1123856.0,-97623.0,-1.87,10123636.0,11374917.0,15222205.0,2306172.0,6175348.0,5199570.0,3499570.0,-5122774.0,-2816602.0,-1.134,0.0,-0.0647,0,28,0.04,,0.3067,0.0,50.0,51.0,35.2,0,-12.6,0.0,0.0,0.0,15.0,54.8,100,26.0,938
sale,2 Bedroom Apartment,2660000,2,2,,1 Grappa St,Newinbosch,Stellenbosch,https://www.property24.com/for-sale/newinbosch/stellenbosch/western-cape/33422/117009774,,,"Amazing secure Eco estate, Ground floor unit with small enclosed garden, open plan ...",,,12000,144000,5.41,False,,16000.0,192000.0,rental_suburb,600,1662.0,3325.0,0.0,1200,95190.0,0.0358,7.22,13.85,0.6,0.4242,80000.0,50000,683500.0,2128000.0,21965.0,-14032.0,-168390.0,-0.2464,0.36,1.797,1189875.0,-55.27,,21226.0,,3192000.0,2553600.0,425600.0,257900.0,-18425.0,-0.87,3168103.0,3559680.0,4763655.0,721696.0,1932521.0,1627160.0,1095160.0,-791195.0,-69499.0,-0.1017,-0.0212,0.1393,25,49,0.57,0.72,0.3095,0.0,50.0,50.0,35.0,0,23.9,0.0,0.0,0.0,73.4,62.3,0,26.0,939
sale,3 Bedroom House,8604000,3,3,382 m²,"Erf 69, 64 Dirkie Uys Street",Franschhoek,Franschhoek,https://www.property24.com/for-sale/franschhoek/franschhoek/western-cape/8653/116956013,,,"La Luc Retirement Estate is a modern retirement development currently underway, ideally ...",,https://images.prop24.com/374506843/Crop600x400,10000,120000,1.39,False,,10000.0,120000.0,csv_estimate,500,5378.0,10755.0,0.0,1200,-103590.0,-0.012,1.39,71.7,0.12,1.7833,723796.0,50000,2516096.0,6883200.0,71048.0,-79680.0,-956161.0,-0.38,-0.12,8.888,-1479857.0,-117.2,22524.0,29897.0,-24.66,10324800.0,8259840.0,1376640.0,1139456.0,-93890.0,-1.73,10247502.0,11514093.0,15408454.0,2334388.0,6250905.0,5263188.0,3542388.0,-4852985.0,-2518596.0,-1.001,0.0,-0.0412,0,25,0.36,,0.1983,0.0,50.0,50.0,35.0,0,-8.0,0.0,0.0,0.0,14.0,54.7,100,26.0,940
sale,3 Bedroom House,8681000,3,3,352 m²,"Erf 80, 64 Dirkie Uys Street",Franschhoek,Franschhoek,https://www.property24.com/for-sale/franschhoek/franschhoek/western-cape/8653/116756065,,,"La Luc Retirement Estate – Secure, sophisticated French-style full-title homes. ...",,https://images.prop24.com/370381129/Ensure264x153,10000,120000,1.38,False,,10000.0,120000.0,csv_estimate,500,5426.0,10851.0,0.0,1200,-105322.0,-0.0121,1.38,72.34,0.12,1.7977,732266.0,50000,2539966.0,6944800.0,71683.0,-80460.0,-965524.0,-0.3801,-0.12,8.966,-1504607.0,-117.33,24662.0,29897.0,-17.51,10417200.0,8333760.0,1388960.0,1151006.0,-94797.0,-1.73,10339210.0,11617136.0,15546349.0,2355279.0,6306846.0,5310290.0,3574090.0,-4900901.0,-2545621.0,-1.0022,0.0,-0.0415,0,25,0.36,,0.1983,0.0,50.0,50.0,35.0,0,-8.1,0.0,0.0,0.0,13.2,54.7,100,26.0,941
sale,3 Bedroom House,8604000,3,2,311 m²,Franschhoek,Franschhoek,Franschhoek,https://www.property24.com/for-sale/franschhoek/franschhoek/western-cape/8653/116651454,,,"Discover refined living and peace of mind in the prestigious La Luc Estate — a secure, freehold development designed for effortless ...",,https://images.prop24.com/233852929/Ensure264x153,10000,120000,1.39,False,,10000.0,120000.0,csv_estimate,500,5378.0,10755.0,0.0,1200,-103590.0,-0.012,1.39,71.7,0.12,1.7833,723796.0,50000,2516096.0,6883200.0,71048.0,-79680.0,-956161.0,-0.38,-0.12,8.888,-1479857.0,-117.2,27666.0,29897.0,-7.46,10324800.0,8259840.0,1376640.0,1139456.0,-93890.0,-1.73,10247502.0,11514093.0,15408454.0,2334388.0,6250905.0,5263188.0,3542388.0,-4852985.0,-2518596.0,-1.001,0.0,-0.0412,0,25,0.36,,0.1983,0.0,50.0,50.0,35.0,0,-8.0,0.0,0.0,0.0,14.0,54.7,100,26.0,942
sale,2 Bedroom Apartment,8550000,2,2,131 m²,Val de Vie Estate,Val de Vie Estate,Paarl,https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/116741220,,,"Positioned in the centre of Val de Vie Estate, this beautifully appointed north-facing apartment offers exceptional privacy, comfort ...",,https://images.prop24.com/234072693/Ensure264x153,9500,114000,1.33,False,,8500.0,102000.0,rental_area_q1,4104.0,5344.0,10688.0,0.0,1200,-162180.0,-0.019,1.19,83.82,0.1,2.51,717856.0,50000,2499356.0,6840000.0,70602.0,-84117.0,-1009400.0,-0.4039,-0.19,10.8161,-1802001.0,-121.08,65267.0,59375.0,9.92,10260000.0,8208000.0,1368000.0,1131356.0,-98237.0,-1.87,10183187.0,11441829.0,15311748.0,2319737.0,6211673.0,5230156.0,3520156.0,-5155581.0,-2835843.0,-1.1346,0.0,-0.0649,0,28,0.04,,0.3067,0.0,50.0,51.0,35.2,0,-12.6,0.0,0.0,0.0,14.5,54.7,100,25.9,943
