listing_type,title,price,bedrooms,bathrooms,floor_size_m2,address,suburb,area,listing_url,agent_name,agent_contact,description,listed_date,image_url,estimated_monthly_rent,estimated_annual_rent,estimated_gross_yield,yield_above_threshold,distressed_flags,real_monthly_rent,real_annual_rent,rent_source,monthly_rates,monthly_insurance,monthly_maintenance,monthly_management,monthly_levy,noi,cap_rate,real_gross_yield,grm,rent_to_price_pct,oer,transfer_duty,refurb_estimate,all_in_cost,bond_amount,monthly_bond,monthly_cash_flow,annual_cash_flow,cash_on_cash_pre_refi,dscr,ber,income_implied_value,value_gap_pct,price_per_m2,suburb_median_price_per_m2,price_per_m2_vs_median,revalued_price,new_bond,equity_extracted,cash_left_in_deal,post_refi_monthly_cash_flow,equity_multiple_5yr,value_yr3,value_yr5,value_yr10,capital_gain_yr5,bond_balance_yr5,equity_yr5,equity_growth_yr5,total_cf_5yr,total_return_yr5,roe_yr5,annualised_return_yr5,yield_on_cost,rental_supply_count,sale_supply_count,rental_to_sale_ratio,rent_spread,price_dispersion,catalyst_score,suburb_quality_score,safety_score,capital_appreciation_score,distressed_bonus,cap_rate_score,coc_score,dscr_score,value_gap_score,affordability_score,brrrr_efficiency_score,rental_supply_score,composite_score,rank
sale,2 Bedroom Apartment,975000,2,1,61 m²,333 Main Road,Lemoenkloof,Paarl,https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/116508391,,,"Situated on the 11th floor, this spacious 2-bedroom, 2-bathroom apartment offers a prime ...",,https://images.prop24.com/233852929/Ensure264x153,9500,114000,11.69,True,,19750.0,237000.0,rental_suburb,313.0,609.0,1219.0,0.0,1200,177949.0,0.1825,24.31,4.11,2.03,0.1692,0.0,100000,316500.0,780000.0,8051.0,6778.0,81336.0,0.257,1.84,0.5768,1977212.0,102.79,15984.0,13320.0,20.0,1977212.0,1581769.0,801769.0,-485269.0,-1498.0,2.75,1161241.0,1304770.0,1746077.0,264531.0,708349.0,596421.0,401421.0,507841.0,772372.0,2.4404,0.2803,0.5622,1,5,0.4,0.0,0.5023,25.7,86.0,51.0,60.9,0,100,100,100,100,90.2,100,90,65.8,1
sale,1 Bedroom Apartment,760000,1,1,41 m²,88 Lustigan Road,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/116481312,,,Discover a prime investment opportunity in the heart of Paarl with this modern 1-bedroom ...,,https://images.prop24.com/341773167/Ensure264x153,7000,84000,11.05,True,,13250.0,159000.0,rental_suburb,205.0,475.0,950.0,0.0,1200,112318.0,0.1478,20.92,4.78,1.74,0.2136,0.0,80000,253500.0,608000.0,6276.0,3084.0,37009.0,0.146,1.49,0.6872,1247975.0,64.21,18537.0,8723.0,112.51,1247975.0,998380.0,390380.0,-136880.0,-945.0,1.71,905172.0,1017051.0,1361044.0,206199.0,552149.0,464903.0,312903.0,248411.0,454610.0,1.7933,0.2281,0.4431,2,72,0.07,0.19,0.4308,20.8,62.0,51.0,47.4,0,98.5,58.4,98.8,100,92.4,100,80,56.7,2
sale,1 Bedroom Apartment,830000,1,1,33 m²,1 Lustigan Road,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/116864529,,,"NEW DEVELOPMENT | PAARL SOUTH 
NO TRANSFER COSTS 
JUST LAUNCHED – Brand-New ...",,https://images.prop24.com/341773167/Ensure264x153,7000,84000,10.12,True,,13250.0,159000.0,rental_suburb,240.0,519.0,1038.0,0.0,1200,110322.0,0.1329,19.16,5.22,1.6,0.2261,0.0,100000,287500.0,664000.0,6854.0,2340.0,28078.0,0.0977,1.34,0.7434,1225804.0,47.69,25152.0,8723.0,188.34,1225804.0,980643.0,316643.0,-29143.0,-929.0,1.25,988543.0,1110727.0,1486404.0,225191.0,603005.0,507723.0,341723.0,202482.0,427672.0,1.4876,0.1999,0.3837,2,72,0.07,0.19,0.4308,20.8,62.0,51.0,47.4,0,88.6,39.1,77.3,100,91.7,100,80,54.6,3
sale,2 Bedroom Apartment,840000,2,1,43 m²,Paarl South,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/116585087,,,"Exclusive Sole Mandate

Perfectly positioned in the sought-after area of Paarl South, this neat and functional 2-bedroom apartment ...",,https://images.prop24.com/320150639/Ensure264x153,9500,114000,13.57,True,mandate,11925.0,143100.0,rental_suburb,245.0,525.0,1050.0,0.0,1200,95409.0,0.1136,17.04,5.87,1.42,0.2533,0.0,100000,289500.0,672000.0,6936.0,1014.0,12174.0,0.0421,1.15,0.8349,1060103.0,26.2,19535.0,8723.0,123.95,1060103.0,848083.0,176083.0,113417.0,-803.0,0.73,1000453.0,1124109.0,1504312.0,227904.0,610270.0,513840.0,345840.0,114280.0,342184.0,1.182,0.1689,0.3296,2,72,0.07,0.35,0.4308,20.8,62.0,51.0,47.4,30,75.7,16.8,49.5,87.3,91.6,60.8,80,50.8,4
sale,3 Bedroom Apartment,1470000,3,2,80 m²,Paarl South,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/114952114,,,"3 bedroom apartment with beautiful mountain views
Bergendal Country villas is a safe and secure complex with easy access to all the ...",,https://images.prop24.com/317418390/Ensure264x153,9500,114000,7.76,False,as-is,17000.0,204000.0,rental_suburb,561.0,919.0,1838.0,0.0,1200,133479.0,0.0908,13.88,7.21,1.16,0.2657,7800.0,50000,373300.0,1176000.0,12139.0,-1015.0,-12184.0,-0.0326,0.92,0.9797,1483098.0,0.89,18375.0,8723.0,110.65,1764000.0,1411200.0,235200.0,138100.0,-3443.0,0.39,1750794.0,1967192.0,2632546.0,398832.0,1067972.0,899220.0,605220.0,13610.0,412442.0,1.1049,0.1605,0.3576,1,72,0.07,0.0,0.4308,20.8,62.0,51.0,47.4,100,60.5,0.0,16.6,3.0,85.3,63.0,90,47.4,5
sale,3 Bedroom Townhouse,2650000,3,2,152 m²,5 Optenhorst Street,Lemoenkloof,Paarl,https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/116795233,,,"Situated in one of Paarl’s most sought-after neighbourhoods, Lemoenkloof, this ...",,https://images.prop24.com/233852929/Ensure264x153,9500,114000,4.3,False,,7000.0,84000.0,rental_area_q1,1151.0,1656.0,3312.0,0.0,1200,-10558.0,-0.004,3.17,31.55,0.26,1.0457,79200.0,50000,680700.0,2120000.0,21882.0,-22762.0,-273146.0,-0.4013,-0.04,4.1717,-117307.0,-104.43,17434.0,13320.0,30.89,3180000.0,2544000.0,424000.0,256700.0,-27139.0,-1.78,3156192.0,3546298.0,4745746.0,718983.0,1925255.0,1621042.0,1091042.0,-1376786.0,-657803.0,-0.9664,-0.4926,-0.0155,0,5,0.4,,0.5023,25.7,86.0,51.0,60.9,0,-2.7,0.0,0.0,0.0,73.5,62.3,100,45.4,6
sale,3 Bedroom House,2800000,3,1,252 m²,14 Swartvlei Street,Lemoenkloof,Paarl,https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/116984340?plId=2351989&plt=4,,,"Step into timeless charm with this character-filled semi-detached home, where classic features and inviting living spaces create a truly special atmosphere. Beautiful wooden floors ...",,https://images.prop24.com/233856395/Ensure528x153,9500,114000,4.07,False,,7000.0,84000.0,rental_area_q1,1226.0,1750.0,3500.0,0.0,1200,-14833.0,-0.0053,3.0,33.33,0.25,1.0966,91200.0,50000,722700.0,2240000.0,23121.0,-24357.0,-292286.0,-0.4044,-0.05,4.3996,-164816.0,-105.89,11111.0,13320.0,-16.58,3360000.0,2688000.0,448000.0,274700.0,-28981.0,-1.8,3334845.0,3747032.0,5014374.0,759680.0,2034232.0,1712799.0,1152799.0,-1475207.0,-715527.0,-0.9901,-0.6025,-0.0205,0,5,0.4,,0.5023,25.7,86.0,51.0,60.9,0,-3.5,0.0,0.0,0.0,72.0,62.0,100,45.3,7
sale,3 Bedroom House,2800000,3,1,252 m²,14 Swartvlei Street,Lemoenkloof,Paarl,https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/117003900?plId=2351989&plt=4,,,"Step into timeless charm with this character-filled semi-detached home, where classic features and inviting living spaces create a truly special atmosphere. Beautiful wooden floors ...",,https://images.prop24.com/233856395/Ensure528x153,9500,114000,4.07,False,,7000.0,84000.0,rental_area_q1,1226.0,1750.0,3500.0,0.0,1200,-14833.0,-0.0053,3.0,33.33,0.25,1.0966,91200.0,50000,722700.0,2240000.0,23121.0,-24357.0,-292286.0,-0.4044,-0.05,4.3996,-164816.0,-105.89,11111.0,13320.0,-16.58,3360000.0,2688000.0,448000.0,274700.0,-28981.0,-1.8,3334845.0,3747032.0,5014374.0,759680.0,2034232.0,1712799.0,1152799.0,-1475207.0,-715527.0,-0.9901,-0.6025,-0.0205,0,5,0.4,,0.5023,25.7,86.0,51.0,60.9,0,-3.5,0.0,0.0,0.0,72.0,62.0,100,45.3,8
sale,2 Bedroom Apartment,1300000,2,1,85 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/117020071,,,"-SOLE MANDATE- Conveniently located close to Akademia, this property combines space, practicality, and lovely mountain views.

The ...",,https://images.prop24.com/41199432/Ensure264x153,9500,114000,8.77,True,mandate,11350.0,136200.0,rental_suburb,475.0,812.0,1625.0,0.0,1200,75949.0,0.0584,10.48,9.54,0.87,0.3624,2700.0,50000,334200.0,1040000.0,10735.0,-4406.0,-52868.0,-0.1582,0.59,1.3082,843875.0,-35.09,15294.0,13409.0,14.06,1560000.0,1248000.0,208000.0,126200.0,-6553.0,-0.35,1548321.0,1739693.0,2328102.0,352709.0,944465.0,795228.0,535228.0,-222973.0,129736.0,0.3882,0.0678,0.2273,4,14,0.36,0.47,0.5287,31.5,70.0,51.0,54.7,30,38.9,0.0,0.0,0.0,87.0,62.2,60,45.2,9
sale,1 Bedroom Apartment,780000,1,1,40 m²,Esterville,Esterville,Paarl,https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/116950305,,,"Sole Mandate.
The apartment is an ideal choice for a student at Akademia Paarl campus. 
The central location provides easy access to ...",,https://images.prop24.com/310646377/Ensure264x153,7000,84000,10.77,True,mandate,7800.0,93600.0,rental_area_q1,215.0,488.0,975.0,0.0,1200,51580.0,0.0661,12.0,8.33,1.0,0.3689,0.0,80000,257500.0,624000.0,6441.0,-2143.0,-25711.0,-0.0998,0.67,1.1947,573107.0,-26.52,19500.0,10540.0,85.02,936000.0,748800.0,124800.0,132700.0,-3431.0,-0.14,928992.0,1043816.0,1396861.0,211625.0,566679.0,477137.0,321137.0,-100515.0,111111.0,0.4315,0.0744,0.2003,0,7,0.14,,0.5377,33.8,60.0,51.0,50.3,30,44.1,0.0,0.0,0.0,92.2,48.5,100,45.1,10
sale,2 Bedroom Apartment,970000,2,1,,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116903149,,,"Modern 2 Bedroom apartment with open-plan living area.
The kitchen is fitted with cupboards, a hob, an under-counter oven, an ...",,https://images.prop24.com/329299895/Ensure264x153,9500,114000,11.75,True,,11350.0,136200.0,rental_suburb,310.0,606.0,1212.0,0.0,1200,85356.0,0.088,14.04,7.12,1.17,0.2933,0.0,100000,315500.0,776000.0,8010.0,-897.0,-10762.0,-0.0341,0.89,0.999,948395.0,-2.23,,13409.0,,1164000.0,931200.0,155200.0,160300.0,-2499.0,0.26,1155286.0,1298079.0,1737122.0,263175.0,704716.0,593363.0,399363.0,-6447.0,256728.0,0.8137,0.1265,0.2705,4,14,0.36,0.47,0.5287,31.5,70.0,51.0,54.7,0,58.7,0.0,12.6,0.0,90.3,49.2,60,44.9,11
sale,1 Bedroom Apartment,650000,1,1,37 m²,Esterville,Esterville,Paarl,https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/116755053,,,This modern ground-floor apartment in Paarl Central offers the ideal blend of comfort and convenience for a busy lifestyle. With shops ...,,https://images.prop24.com/339745226/Ensure264x153,7000,84000,12.92,True,,7800.0,93600.0,rental_area_q1,150.0,406.0,812.0,0.0,1200,55285.0,0.0851,14.4,6.94,1.2,0.3293,0.0,80000,231500.0,520000.0,5367.0,-760.0,-9123.0,-0.0394,0.86,1.0175,614282.0,-5.5,17568.0,10540.0,66.68,780000.0,624000.0,104000.0,127500.0,-1834.0,0.19,774160.0,869847.0,1164051.0,176354.0,472232.0,397614.0,267614.0,-15217.0,161138.0,0.6961,0.1114,0.2388,0,7,0.14,,0.5377,33.8,60.0,51.0,50.3,0,56.7,0.0,8.3,0.0,93.5,44.9,100,44.6,12
sale,1 Bedroom Apartment,2200000,1,1,54 m²,"30 Omnipark Building, 156 C/o Main and Zion",Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116986871,,,"Exclusive Sole Mandate -

This stylish one bedroom, one bathroom apartment is fully ...",,https://images.prop24.com/373504379/Ensure264x153,7000,84000,3.82,False,mandate,7540.0,90480.0,rental_suburb,926.0,1375.0,2750.0,0.0,1200,8231.0,0.0037,4.11,24.31,0.34,0.829,45786.0,50000,557286.0,1760000.0,18167.0,-17481.0,-209767.0,-0.3764,0.04,3.2384,91460.0,-95.84,40741.0,13409.0,203.83,2640000.0,2112000.0,352000.0,205286.0,-21114.0,-1.63,2620235.0,2944096.0,3939865.0,596891.0,1598325.0,1345771.0,905771.0,-1048251.0,-451360.0,-0.8099,-0.2826,0.0148,1,14,0.36,0.0,0.5287,31.5,70.0,51.0,54.7,30,2.5,0.0,0.0,0.0,78.0,63.2,90,44.5,13
sale,2 Bedroom House,1950000,2,1,282 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116962169,,,"Exclusive Sole Mandate in Central Paarl
This solidly built two-bedroom home is full of potential and provides the perfect canvas for ...",,https://images.prop24.com/72874115/Ensure264x153,9500,114000,5.85,False,mandate,11350.0,136200.0,rental_suburb,801.0,1219.0,2438.0,0.0,1200,57420.0,0.0294,6.98,14.32,0.58,0.4984,30786.0,50000,492286.0,1560000.0,16102.0,-11317.0,-135805.0,-0.2759,0.3,1.9171,638002.0,-67.28,6915.0,13409.0,-48.43,2340000.0,1872000.0,312000.0,180286.0,-14538.0,-1.03,2322481.0,2609540.0,3492153.0,529063.0,1416697.0,1192843.0,802843.0,-649463.0,-120400.0,-0.2446,-0.0546,0.1166,4,14,0.36,0.47,0.5287,31.5,70.0,51.0,54.7,30,19.6,0.0,0.0,0.0,80.5,63.4,60,44.0,14
sale,2 Bedroom House,1950000,2,1,282 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116962975,,,"Exclusive Sole Mandate in Central Paarl
This solidly built two-bedroom home is full of potential and provides the perfect canvas for ...",,https://images.prop24.com/72874115/Ensure264x153,9500,114000,5.85,False,mandate,11350.0,136200.0,rental_suburb,801.0,1219.0,2438.0,0.0,1200,57420.0,0.0294,6.98,14.32,0.58,0.4984,30786.0,50000,492286.0,1560000.0,16102.0,-11317.0,-135805.0,-0.2759,0.3,1.9171,638002.0,-67.28,6915.0,13409.0,-48.43,2340000.0,1872000.0,312000.0,180286.0,-14538.0,-1.03,2322481.0,2609540.0,3492153.0,529063.0,1416697.0,1192843.0,802843.0,-649463.0,-120400.0,-0.2446,-0.0546,0.1166,4,14,0.36,0.47,0.5287,31.5,70.0,51.0,54.7,30,19.6,0.0,0.0,0.0,80.5,63.4,60,44.0,15
sale,1 Bedroom Apartment,640000,1,1,34 m²,"14 Ss La Rochelle, 2b Aurora Street",Denneburg,Paarl,https://www.property24.com/for-sale/denneburg/paarl/western-cape/8597/116779081,,,"Single bedroom on the first floor available at the La Rochelle Complex. 
Please note ...",,https://images.prop24.com/103291119/Ensure264x153,7000,84000,13.12,True,,7680.0,92160.0,rental_area_q1,145.0,400.0,800.0,0.0,1200,54246.0,0.0848,14.4,6.94,1.2,0.3314,0.0,80000,229500.0,512000.0,5285.0,-764.0,-9172.0,-0.04,0.86,1.0195,602729.0,-5.82,18824.0,6852.0,174.7,768000.0,614400.0,102400.0,127100.0,-1821.0,0.18,762250.0,856464.0,1146143.0,173641.0,464967.0,391497.0,263497.0,-16049.0,157592.0,0.6867,0.1102,0.2364,0,4,0.0,,0.4408,27.4,64.0,51.0,50.4,0,56.5,0.0,7.9,0.0,93.6,44.6,100,43.9,16
sale,2 Bedroom Apartment,1250000,2,1,52 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116560588,,,Exclusive Mandate:  This well-positioned two-bedroom apartment with a very spacious garage is located in the sought-after southern part ...,,https://images.prop24.com/206466645/Ensure264x153,9500,114000,9.12,True,,11350.0,136200.0,rental_suburb,450.0,781.0,1562.0,0.0,1200,77374.0,0.0619,10.9,9.18,0.91,0.3519,1200.0,50000,322700.0,1000000.0,10322.0,-3874.0,-46489.0,-0.1441,0.62,1.2613,859712.0,-31.22,24038.0,13409.0,79.27,1500000.0,1200000.0,200000.0,122700.0,-5938.0,-0.27,1488770.0,1672782.0,2238560.0,339143.0,908139.0,764643.0,514643.0,-190166.0,148977.0,0.4617,0.0789,0.2398,4,14,0.36,0.47,0.5287,31.5,70.0,51.0,54.7,0,41.3,0.0,0.0,0.0,87.5,62.0,60,43.9,17
sale,1 Bedroom Apartment,720000,1,1,,Esterville,Esterville,Paarl,https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/116950111,,,"Don’t miss this opportunity!
Perfectly situated in the heart of Paarl Central, this apartment offers unbeatable convenience — just a ...",,https://images.prop24.com/190959453/Ensure264x153,7000,84000,11.67,True,,7800.0,93600.0,rental_area_q1,185.0,450.0,900.0,0.0,1200,53290.0,0.074,13.0,7.69,1.08,0.3507,0.0,80000,245500.0,576000.0,5945.0,-1505.0,-18055.0,-0.0735,0.75,1.1129,592111.0,-17.76,,10540.0,,864000.0,691200.0,115200.0,130300.0,-2694.0,0.0,857532.0,963522.0,1289410.0,195346.0,523088.0,440434.0,296434.0,-61146.0,134200.0,0.5466,0.0911,0.2171,0,7,0.14,,0.5377,33.8,60.0,51.0,50.3,0,49.3,0.0,0.0,0.0,92.8,46.9,100,43.8,18
sale,3 Bedroom House,4995000,3,2,375 m²,Vrede Estate,Lemoenkloof,Paarl,https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/116558530,,,"Discover the perfect family home in the coveted Vrede Estate, ideally located near ...",,https://images.prop24.com/329299895/Ensure264x153,9500,114000,2.28,False,,7000.0,84000.0,rental_area_q1,2325.0,3122.0,6244.0,0.0,1200,-77403.0,-0.0155,1.68,59.46,0.14,1.8415,326806.0,50000,1397306.0,3996000.0,41246.0,-47697.0,-572358.0,-0.4096,-0.16,7.7338,-860034.0,-117.22,13320.0,13320.0,0.0,5994000.0,4795200.0,799200.0,598106.0,-55946.0,-1.88,5949125.0,6684437.0,8945284.0,1355215.0,3628925.0,3055512.0,2056512.0,-2915431.0,-1560216.0,-1.1166,0.0,-0.0554,0,5,0.4,,0.5023,25.7,86.0,51.0,60.9,0,-10.3,0.0,0.0,0.0,50.0,57.2,100,43.6,19
sale,3 Bedroom Apartment,2200000,3,2,103 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116995018,,,"Spacious and well-maintained 3-bedroom apartment offering comfort, convenience, and modern living. This beautiful home features a ...",,https://images.prop24.com/375226892/Crop600x400,9500,114000,5.18,False,,7000.0,84000.0,rental_area_q1,926.0,1375.0,2750.0,0.0,1200,2270.0,0.001,3.82,26.19,0.32,0.893,45786.0,50000,557286.0,1760000.0,18167.0,-17977.0,-215728.0,-0.3871,0.01,3.4882,25220.0,-98.85,21359.0,13409.0,59.29,2640000.0,2112000.0,352000.0,205286.0,-21611.0,-1.69,2620235.0,2944096.0,3939865.0,596891.0,1598325.0,1345771.0,905771.0,-1081524.0,-484632.0,-0.8696,-0.3347,0.0041,0,14,0.36,,0.5287,31.5,70.0,51.0,54.7,0,0.7,0.0,0.0,0.0,78.0,63.2,100,43.4,20
sale,2 Bedroom Apartment,950000,2,1,,Paarl South,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/116866907,,,Looking for a smart buy in a prime location? This neat and low-maintenance 2-bedroom apartment in popular Paarl South ticks all the ...,,https://images.prop24.com/320150639/Ensure264x153,9500,114000,12.0,True,,11925.0,143100.0,rental_suburb,300.0,594.0,1188.0,0.0,1200,92274.0,0.0971,15.06,6.64,1.26,0.2752,0.0,100000,311500.0,760000.0,7845.0,-155.0,-1862.0,-0.006,0.98,0.933,1025263.0,7.92,,8723.0,,1140000.0,912000.0,152000.0,159500.0,-1724.0,0.42,1131465.0,1271314.0,1701305.0,257749.0,690186.0,581128.0,391128.0,42105.0,299853.0,0.9626,0.1444,0.2962,2,72,0.07,0.35,0.4308,20.8,62.0,51.0,47.4,0,64.8,0.0,25.7,26.4,90.5,48.8,80,43.3,21
sale,2 Bedroom Apartment,950000,2,1,,Paarl South,Paarl South,Paarl,https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/116951945,,,Looking for a smart buy in a prime location? This neat and low-maintenance 2-bedroom apartment in popular Paarl South ticks all the ...,,https://images.prop24.com/320150639/Ensure264x153,9500,114000,12.0,True,,11925.0,143100.0,rental_suburb,300.0,594.0,1188.0,0.0,1200,92274.0,0.0971,15.06,6.64,1.26,0.2752,0.0,100000,311500.0,760000.0,7845.0,-155.0,-1862.0,-0.006,0.98,0.933,1025263.0,7.92,,8723.0,,1140000.0,912000.0,152000.0,159500.0,-1724.0,0.42,1131465.0,1271314.0,1701305.0,257749.0,690186.0,581128.0,391128.0,42105.0,299853.0,0.9626,0.1444,0.2962,2,72,0.07,0.35,0.4308,20.8,62.0,51.0,47.4,0,64.8,0.0,25.7,26.4,90.5,48.8,80,43.3,22
sale,2 Bedroom Apartment,970000,2,1,,Esterville,Esterville,Paarl,https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/116908774,,,"Exclusive!
Modern and convenient 2-Bedroom Apartment
Features:
•        Two spacious bedrooms with built-in cupboards
•        ...",,https://images.prop24.com/190959453/Ensure264x153,9500,114000,11.75,True,,8500.0,102000.0,rental_area_q1,310.0,606.0,1212.0,0.0,1200,53892.0,0.0556,10.52,9.51,0.88,0.3917,0.0,100000,315500.0,776000.0,8010.0,-3519.0,-42226.0,-0.1338,0.56,1.334,598795.0,-38.27,,10540.0,,1164000.0,931200.0,155200.0,160300.0,-5121.0,-0.33,1155286.0,1298079.0,1737122.0,263175.0,704716.0,593363.0,399363.0,-182050.0,81125.0,0.2571,0.0468,0.1708,0,7,0.14,,0.5377,33.8,60.0,51.0,50.3,0,37.0,0.0,0.0,0.0,90.3,49.2,100,43.2,23
sale,2 Bedroom Apartment,970000,2,1,,Esterville,Esterville,Paarl,https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/116896590,,,"Exclusive!
Modern and convenient 2-Bedroom Apartment
Features:
•        Two spacious bedrooms with built-in cupboards
•        ...",,https://images.prop24.com/190959453/Ensure264x153,9500,114000,11.75,True,,8500.0,102000.0,rental_area_q1,310.0,606.0,1212.0,0.0,1200,53892.0,0.0556,10.52,9.51,0.88,0.3917,0.0,100000,315500.0,776000.0,8010.0,-3519.0,-42226.0,-0.1338,0.56,1.334,598795.0,-38.27,,10540.0,,1164000.0,931200.0,155200.0,160300.0,-5121.0,-0.33,1155286.0,1298079.0,1737122.0,263175.0,704716.0,593363.0,399363.0,-182050.0,81125.0,0.2571,0.0468,0.1708,0,7,0.14,,0.5377,33.8,60.0,51.0,50.3,0,37.0,0.0,0.0,0.0,90.3,49.2,100,43.2,24
sale,3 Bedroom House,2600000,3,1,542 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116584492,,,"Joint Mandate -
This charming 3 bedroom, 1 bathroom home is the ideal opportunity for first time buyers or investors looking for a ...",,https://images.prop24.com/218124093/Ensure264x153,9500,114000,4.38,False,,7000.0,84000.0,rental_area_q1,1126.0,1625.0,3250.0,0.0,1200,-9132.0,-0.0035,3.23,30.95,0.27,1.0287,75200.0,50000,666700.0,2080000.0,21470.0,-22231.0,-266767.0,-0.4001,-0.04,4.0958,-101471.0,-103.9,4797.0,13409.0,-64.23,3120000.0,2496000.0,416000.0,250700.0,-26524.0,-1.78,3096642.0,3479387.0,4656204.0,705417.0,1888930.0,1590457.0,1070457.0,-1343979.0,-638562.0,-0.9578,-0.469,-0.0137,0,14,0.36,,0.5287,31.5,70.0,51.0,54.7,0,-2.3,0.0,0.0,0.0,74.0,62.4,100,43.0,25
sale,2 Bedroom Apartment,780000,2,1,,Dalsig,Dalsig,Malmesbury,https://www.property24.com/for-sale/dalsig/malmesbury/western-cape/7897/116564444,,,"Step into modern living with this spacious 2-bedroom apartment in a secure complex, perfectly positioned near town for ultimate ...",,https://images.prop24.com/367436917/Crop600x400,7500,90000,11.54,True,,12000.0,144000.0,rental_suburb,400,488.0,975.0,0.0,1200,95730.0,0.1227,18.46,5.42,1.54,0.2552,0.0,80000,257500.0,624000.0,6441.0,1537.0,18440.0,0.0716,1.24,0.7919,911714.0,16.89,,15672.0,,936000.0,748800.0,124800.0,132700.0,248.0,0.87,928992.0,1043816.0,1396861.0,211625.0,566679.0,477137.0,321137.0,145768.0,357394.0,1.3879,0.1902,0.3718,4,9,0.44,0.12,0.2015,0.0,56.0,73.0,42.6,0,81.8,28.6,62.7,56.3,92.2,48.5,60,43.0,26
sale,3 Bedroom House,2750000,3,2,616 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116989118,,,"S O L E    M A N D A T E

We proudly present this neat as a pin family home in Paarl - close to the hospital and shops.
It is fitted ...",,https://images.prop24.com/275940058/Ensure264x153,9500,114000,4.15,False,,7000.0,84000.0,rental_area_q1,1201.0,1719.0,3438.0,0.0,1200,-13408.0,-0.0049,3.05,32.74,0.25,1.0796,87200.0,50000,708700.0,2200000.0,22708.0,-23825.0,-285906.0,-0.4034,-0.05,4.3236,-148980.0,-105.42,4464.0,13409.0,-66.71,3300000.0,2640000.0,440000.0,268700.0,-28367.0,-1.8,3275294.0,3680120.0,4924831.0,746114.0,1997907.0,1682214.0,1132214.0,-1442400.0,-696285.0,-0.9825,-0.5547,-0.0189,0,14,0.36,,0.5287,31.5,70.0,51.0,54.7,0,-3.3,0.0,0.0,0.0,72.5,62.1,100,42.9,27
sale,3 Bedroom House,2750000,3,1,629 m²,Paarl Central,Paarl Central,Paarl,https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/116802489,,,"Exclusively Marketed by Fouchee Properties

This charming heritage home offers the perfect balance of character, comfort, and ...",,https://images.prop24.com/275940058/Ensure264x153,9500,114000,4.15,False,,7000.0,84000.0,rental_area_q1,1201.0,1719.0,3438.0,0.0,1200,-13408.0,-0.0049,3.05,32.74,0.25,1.0796,87200.0,50000,708700.0,2200000.0,22708.0,-23825.0,-285906.0,-0.4034,-0.05,4.3236,-148980.0,-105.42,4372.0,13409.0,-67.4,3300000.0,2640000.0,440000.0,268700.0,-28367.0,-1.8,3275294.0,3680120.0,4924831.0,746114.0,1997907.0,1682214.0,1132214.0,-1442400.0,-696285.0,-0.9825,-0.5547,-0.0189,0,14,0.36,,0.5287,31.5,70.0,51.0,54.7,0,-3.3,0.0,0.0,0.0,72.5,62.1,100,42.9,28
